,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AutomaticPayment,Churn
934,0,0,1,1,57,1,0,0,2,2,2,2,2,2,1,0,1,19.4,1061.6,0.0,0
935,1,0,1,1,52,1,1,0,2,2,2,2,2,2,2,1,2,25.05,1270.25,1.0,0
936,1,1,0,0,45,1,1,2,1,0,0,1,0,1,0,1,0,70.05,3062.45,0.0,0
937,1,0,1,1,47,1,0,0,2,2,2,2,2,2,2,1,2,21.3,1041.8,1.0,0
938,0,0,1,1,55,1,0,2,1,0,0,0,0,1,1,0,3,59.45,3157.0,1.0,0
939,0,0,1,1,37,1,1,2,1,0,1,1,0,0,2,1,3,62.8,2278.75,1.0,0
940,0,0,0,0,10,1,1,1,0,1,0,0,0,0,0,0,0,79.85,797.25,0.0,0
941,0,0,0,0,5,1,1,1,0,1,1,0,1,1,0,0,0,105.3,550.6,0.0,0
942,0,0,0,1,60,1,1,2,1,0,1,1,1,1,2,1,0,84.95,4984.85,0.0,0
943,1,0,0,0,60,1,0,2,0,1,1,1,1,0,1,1,3,70.15,4224.7,1.0,0
944,0,0,1,0,66,1,0,2,1,1,1,1,1,1,2,1,2,85.9,5595.3,1.0,0
945,0,1,0,0,21,1,0,0,2,2,2,2,2,2,1,0,2,20.5,429.55,1.0,0
946,1,1,0,0,8,1,0,1,0,0,1,0,0,0,0,1,2,74.05,600.15,1.0,0
947,1,0,1,0,25,1,1,2,0,1,0,0,0,0,0,0,0,54.1,1373.0,0.0,0
948,1,1,1,0,44,1,1,1,0,0,1,1,1,1,0,0,0,104.15,4495.65,0.0,0
949,1,0,0,0,65,1,1,0,2,2,2,2,2,2,2,0,2,26.5,1698.55,1.0,0
950,1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,0,3,90.95,6652.45,1.0,0
951,1,0,1,1,25,1,0,0,2,2,2,2,2,2,2,1,1,18.7,383.65,0.0,0
952,1,0,1,1,20,1,1,0,2,2,2,2,2,2,0,1,2,25.55,507.4,1.0,0
953,1,0,0,0,32,1,1,2,1,0,0,0,1,1,1,0,1,74.75,2282.95,0.0,0
954,0,0,1,1,70,1,1,1,1,1,0,0,1,0,0,1,3,97.55,6669.05,1.0,0
955,0,0,1,1,72,0,2,2,1,1,1,1,1,1,2,1,3,64.8,4719.75,1.0,0
956,1,0,0,0,10,0,2,2,0,0,0,1,0,0,2,1,1,29.6,299.05,0.0,0
957,0,0,1,1,56,1,0,2,1,1,1,0,0,0,2,1,2,59.8,3457.45,1.0,0
958,0,0,1,0,39,1,0,0,2,2,2,2,2,2,2,1,2,20.45,790.0,1.0,0
959,1,0,1,0,64,1,1,0,2,2,2,2,2,2,2,0,1,25.55,1714.95,0.0,0
960,1,0,0,0,21,1,0,2,1,0,1,1,0,0,1,1,0,60.25,1258.35,0.0,0
961,1,0,1,1,8,1,0,2,0,1,0,1,0,0,0,0,2,56.3,401.5,1.0,0
962,0,0,1,1,62,1,1,1,1,1,0,0,1,0,1,1,3,94.95,5791.85,1.0,0
963,1,0,1,1,72,1,1,2,1,0,1,1,1,1,2,1,3,85.9,6110.75,1.0,0
964,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,45.9,199.75,0.0,0
965,1,0,0,0,9,1,0,0,2,2,2,2,2,2,0,0,2,19.5,150.35,1.0,0
966,1,0,1,1,71,1,0,1,0,0,1,0,0,0,2,0,0,76.05,5436.45,0.0,0
967,0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,1,89.4,6376.55,0.0,0
968,0,0,1,1,52,1,1,0,2,2,2,2,2,2,2,0,1,24.55,1331.05,0.0,0
969,1,0,0,0,24,1,0,2,0,0,1,0,0,0,0,1,3,49.3,1233.25,1.0,0
970,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,19.55,19.55,0.0,0
971,0,1,1,1,64,1,1,1,1,0,1,1,1,1,2,1,2,111.6,7099.0,1.0,0
972,0,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,1,20.05,20.05,0.0,0
973,1,0,1,1,11,1,0,2,1,0,0,0,0,0,0,0,2,51.0,581.7,1.0,0
974,1,0,0,0,14,1,0,2,1,0,0,1,0,0,1,0,1,55.7,795.15,0.0,0
975,0,0,0,0,11,1,0,1,0,0,1,0,0,1,0,0,0,84.8,888.75,0.0,0
976,0,0,1,1,21,0,2,2,0,0,0,0,0,0,0,1,0,26.05,565.75,0.0,0
977,0,0,0,0,8,0,2,2,1,0,0,0,0,0,0,0,1,29.35,216.45,0.0,0
978,1,0,1,1,61,1,1,0,2,2,2,2,2,2,2,1,1,24.2,1445.2,0.0,0
979,1,1,1,0,53,1,0,1,0,1,1,1,1,0,1,1,0,94.0,4871.45,0.0,0
980,0,0,0,0,3,1,0,2,0,0,0,1,0,0,0,1,1,50.25,152.3,0.0,0
981,0,0,0,1,5,1,0,2,0,0,0,1,0,0,0,1,2,48.65,235.2,1.0,0
982,0,0,1,0,24,1,1,2,1,0,0,1,0,0,1,1,0,58.35,1346.9,0.0,0
983,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,2,115.6,8220.4,1.0,0
984,1,0,1,1,41,1,0,0,2,2,2,2,2,2,2,0,2,19.7,804.25,1.0,0
985,0,0,0,0,44,1,0,2,1,0,0,1,1,0,1,0,0,65.4,2774.55,0.0,0
986,1,0,1,1,8,1,0,0,2,2,2,2,2,2,2,0,2,19.5,159.35,1.0,0
987,1,0,1,1,34,1,0,2,1,1,1,1,1,1,2,0,1,84.75,2839.45,0.0,0
988,0,0,0,0,54,1,0,0,2,2,2,2,2,2,2,0,1,20.0,1149.65,0.0,0
989,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,2,115.5,8312.75,1.0,0
990,0,0,1,1,52,1,0,2,1,1,1,0,1,1,2,0,0,79.2,4016.3,0.0,0
991,0,0,0,0,31,1,0,0,2,2,2,2,2,2,2,0,1,20.45,638.55,0.0,0
992,1,0,0,0,32,1,1,1,0,0,1,0,1,1,0,1,0,101.35,3334.9,0.0,0
993,0,0,1,0,52,1,0,2,1,1,0,0,1,1,1,1,1,75.4,3865.45,0.0,0
994,1,0,1,0,65,1,0,2,1,0,1,0,0,0,0,1,1,55.15,3673.15,0.0,0
995,0,0,1,0,23,1,0,2,1,0,0,0,0,1,0,1,2,59.95,1406.0,1.0,0
996,1,0,0,0,38,1,1,2,0,1,0,1,0,1,0,0,3,68.15,2656.3,1.0,0
997,1,0,1,0,63,1,1,1,0,1,1,1,1,1,2,1,2,109.25,6841.4,1.0,0
998,1,0,0,1,10,0,2,2,1,1,0,1,0,0,1,0,1,40.25,411.45,0.0,0
999,1,0,0,0,37,1,1,1,1,1,1,0,0,0,0,0,2,91.2,3382.3,1.0,0
1000,1,1,1,0,70,1,1,2,1,1,1,1,1,1,2,1,2,92.2,6474.45,1.0,0
1001,1,0,1,1,46,1,0,0,2,2,2,2,2,2,2,1,1,19.25,864.2,0.0,0
1002,1,0,1,0,67,1,0,0,2,2,2,2,2,2,2,0,1,19.65,1335.2,0.0,0
1003,1,0,1,0,58,1,1,1,0,1,1,0,0,1,1,1,0,94.3,5610.15,0.0,0
1004,1,0,1,1,67,1,0,2,0,1,0,0,0,0,1,0,3,50.55,3431.75,1.0,0
1005,0,0,1,0,37,1,1,1,0,0,1,1,1,0,2,0,1,94.3,3460.95,0.0,0
1006,0,0,0,0,9,0,2,2,0,0,0,0,0,0,0,1,0,24.95,190.25,0.0,0
1007,1,0,0,0,42,1,0,0,2,2,2,2,2,2,1,1,1,20.65,958.1,0.0,0
1008,1,0,0,0,42,0,2,2,1,1,1,1,0,1,1,1,0,54.75,2348.45,0.0,0
1009,0,0,0,0,1,1,0,0,2,2,2,2,2,2,0,0,1,20.2,20.2,0.0,0
1010,1,0,0,0,29,1,1,2,0,0,0,0,1,1,1,1,3,71.0,2080.1,1.0,0
1011,0,0,1,1,11,1,0,1,0,0,0,0,1,1,0,0,0,90.6,1020.2,0.0,0
1012,0,0,0,0,62,1,0,2,0,1,1,1,1,1,0,1,2,80.4,4981.15,1.0,0
1013,0,0,1,0,34,1,1,1,0,1,0,0,0,1,0,0,1,88.85,3000.25,0.0,0
1014,1,0,0,1,19,1,1,2,1,1,0,1,1,0,0,1,1,75.9,1375.6,0.0,0
1015,0,0,1,1,18,0,2,2,0,0,0,0,0,0,0,0,3,25.55,467.85,1.0,0
1016,0,0,1,1,46,1,1,1,0,1,0,0,0,0,0,1,2,80.0,3769.7,1.0,0
1017,1,0,0,0,3,1,1,0,2,2,2,2,2,2,0,0,1,24.6,86.35,0.0,0
1018,1,1,1,0,62,1,1,1,0,1,1,0,1,0,1,1,3,97.95,5936.55,1.0,0
1019,1,0,1,1,52,1,0,2,0,0,1,0,0,0,1,1,2,50.95,2610.65,1.0,0
1020,0,0,0,0,18,1,1,0,2,2,2,2,2,2,1,0,1,23.75,424.5,0.0,0
1021,0,0,1,1,15,1,0,0,2,2,2,2,2,2,2,0,1,19.35,278.85,0.0,0
1022,0,0,1,0,15,1,0,1,0,0,0,0,0,0,0,1,2,68.6,1108.6,1.0,0
1023,0,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,0,69.8,377.85,0.0,0
1024,1,0,0,0,11,1,1,2,0,0,0,0,0,1,0,1,1,58.95,601.6,0.0,0
1025,0,1,1,0,61,1,1,2,0,1,0,0,0,1,1,0,2,64.05,3902.6,1.0,0
1026,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,55.55,55.55,0.0,0
1027,0,0,0,0,23,1,0,1,0,1,0,0,1,1,0,0,1,95.3,2192.9,0.0,0
1028,0,0,1,0,2,1,0,0,2,2,2,2,2,2,0,0,1,20.0,38.0,0.0,0
1029,1,0,0,0,22,1,1,1,0,0,0,0,1,0,0,1,2,84.15,1821.95,1.0,0
1030,0,0,0,0,5,1,0,0,2,2,2,2,2,2,0,0,2,20.65,93.55,1.0,0
1031,0,1,1,0,33,0,2,2,0,1,1,1,1,0,0,1,0,50.0,1750.85,0.0,0
1032,1,0,1,1,64,1,1,2,0,1,0,0,0,0,1,1,2,53.85,3399.85,1.0,0
1033,0,0,1,0,17,0,2,2,1,0,1,0,0,0,0,0,1,34.4,592.75,0.0,0
1034,1,1,0,0,8,1,0,1,0,1,0,0,1,0,0,1,0,87.1,713.6,0.0,0
1035,0,0,0,0,5,1,0,0,2,2,2,2,2,2,0,0,1,20.35,92.75,0.0,0
1036,0,1,1,0,59,0,2,2,1,0,1,1,1,1,2,1,3,64.05,3886.85,1.0,0
1037,0,0,1,0,70,1,0,1,1,1,1,1,0,1,2,0,3,101.0,7085.5,1.0,0
1038,0,0,0,1,29,1,1,1,0,1,1,1,0,1,1,0,3,100.55,2830.45,1.0,0
1039,1,0,0,1,24,1,0,0,2,2,2,2,2,2,1,0,2,21.05,531.55,1.0,0
1040,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,3,114.45,8375.05,1.0,0
1041,1,0,1,1,29,1,0,0,2,2,2,2,2,2,1,0,0,20.0,540.05,0.0,0
1042,0,0,0,0,4,1,0,2,0,1,0,1,1,0,0,1,2,63.75,226.2,1.0,0
1043,0,0,1,1,58,1,0,2,0,1,0,1,1,1,1,1,3,75.2,4300.8,1.0,0
1044,1,0,1,1,56,1,1,1,1,0,1,1,1,1,0,1,1,109.6,5953.0,0.0,0
1045,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,69.3,153.8,0.0,0
1046,1,0,1,1,55,1,0,0,2,2,2,2,2,2,2,0,3,19.4,1083.0,1.0,0
1047,0,0,0,0,18,1,1,1,0,0,0,0,0,0,0,0,1,74.15,1387.0,0.0,0
1048,1,0,0,0,43,1,1,0,2,2,2,2,2,2,2,1,3,25.7,1188.2,1.0,0
1049,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,0,70.15,931.75,0.0,0
1050,1,0,1,0,72,1,1,1,1,1,0,0,0,0,2,1,2,84.05,6052.25,1.0,0
1051,0,1,1,1,66,1,1,1,1,1,1,1,1,1,1,1,0,116.25,7862.25,0.0,0
1052,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,25.25,25.25,0.0,0
1053,1,1,1,0,11,1,0,1,0,0,0,1,1,0,0,1,0,82.9,880.05,0.0,0
1054,0,0,0,0,46,1,0,0,2,2,2,2,2,2,2,0,0,19.95,907.05,0.0,0
1055,1,1,0,0,35,1,1,1,1,0,0,0,1,1,0,1,0,99.05,3554.6,0.0,0
1056,0,0,1,0,64,1,1,2,1,0,0,0,1,0,1,1,3,66.15,4392.5,1.0,0
1057,0,0,0,0,19,0,2,2,0,0,0,0,0,0,0,1,2,25.15,468.35,1.0,0
1058,1,0,1,0,6,1,1,2,0,0,0,0,0,0,0,0,0,50.35,314.55,0.0,0
1059,0,0,0,0,33,1,1,1,1,0,0,0,0,0,1,0,2,80.1,2603.3,1.0,0
1060,0,0,1,1,46,1,0,0,2,2,2,2,2,2,2,0,3,19.75,856.5,1.0,0
1061,1,0,1,1,33,1,1,0,2,2,2,2,2,2,0,0,2,24.25,838.5,1.0,0
1062,1,0,1,0,26,0,2,2,1,0,1,0,0,0,1,0,3,35.4,978.6,1.0,0
1063,1,0,1,1,72,1,1,2,1,0,1,1,1,1,2,1,2,83.3,6042.7,1.0,0
1064,1,0,0,0,48,1,1,0,2,2,2,2,2,2,1,0,3,25.05,1171.5,1.0,0
1065,1,0,1,1,3,0,2,2,0,1,0,0,0,1,0,0,1,40.3,92.5,0.0,0
1066,0,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,1,19.55,19.55,0.0,0
1067,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,1,70.15,735.5,0.0,0
1068,1,0,0,0,54,1,0,2,1,0,1,1,1,1,2,0,0,80.6,4299.95,0.0,0
1069,0,1,0,0,68,1,0,0,2,2,2,2,2,2,2,1,3,20.0,1396.0,1.0,0
1070,0,0,0,0,49,1,1,1,0,0,0,0,0,0,0,1,2,74.6,3720.35,1.0,0
1071,1,1,1,1,68,0,2,2,0,1,1,0,1,1,2,1,0,53.0,3656.25,0.0,0
1072,1,1,0,0,15,1,1,1,0,1,0,0,1,0,0,0,3,89.0,1288.3,1.0,0
1073,0,0,0,0,24,1,0,2,1,1,0,1,0,0,0,0,2,60.45,1440.75,1.0,0
1074,1,1,1,0,38,1,1,1,1,1,0,0,0,1,1,0,3,95.0,3591.25,1.0,0
1075,0,0,0,1,13,1,0,2,0,0,0,0,1,1,0,0,3,66.4,831.75,1.0,0
1076,0,0,1,1,44,0,2,2,1,1,1,1,0,1,2,1,3,54.05,2375.2,1.0,0
1077,0,0,1,0,66,1,1,2,0,0,0,1,0,1,0,0,0,63.85,4264.6,0.0,0
1078,1,0,1,0,1,0,2,2,0,1,0,0,0,0,0,1,0,29.85,29.85,0.0,0
1079,1,0,0,0,9,1,0,1,0,1,1,0,0,0,0,0,0,80.55,653.9,0.0,0
1080,1,1,0,0,50,1,1,1,0,0,1,1,1,1,0,1,0,104.95,5222.35,0.0,0
1081,1,0,0,0,29,1,1,1,0,0,0,0,0,0,0,1,3,76.0,2215.25,1.0,0
1082,0,0,0,1,1,1,0,0,2,2,2,2,2,2,0,1,1,20.25,20.25,0.0,0
1083,1,0,1,1,54,1,1,2,0,1,1,1,1,1,0,1,0,86.2,4524.05,0.0,0
1084,0,0,0,0,17,1,1,2,1,0,0,0,0,1,0,0,2,65.75,1111.2,1.0,0
1085,1,0,1,0,59,1,1,1,1,1,1,1,0,1,1,1,3,107.0,6152.3,1.0,0
1086,1,1,0,0,52,1,1,1,1,1,1,0,1,1,0,0,3,108.1,5839.3,1.0,0
1087,1,0,1,0,58,1,1,2,1,0,0,1,0,1,1,1,0,68.4,3972.25,0.0,0
1088,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,90.7,237.65,0.0,0
1089,0,0,0,0,3,1,0,0,2,2,2,2,2,2,0,1,1,19.65,68.35,0.0,0
1090,1,0,0,1,63,1,0,0,2,2,2,2,2,2,2,0,3,19.5,1215.1,1.0,0
1091,0,0,0,0,24,1,0,1,0,1,1,0,0,1,0,1,0,89.55,2187.15,0.0,0
1092,1,0,0,0,51,1,0,0,2,2,2,2,2,2,2,0,2,20.65,1020.75,1.0,0
1093,1,0,1,0,72,1,1,1,0,1,1,0,1,1,1,1,0,101.35,7323.15,0.0,0
1094,0,0,1,1,34,1,0,0,2,2,2,2,2,2,0,0,1,20.8,635.9,0.0,0
1095,1,0,0,0,33,1,0,1,0,1,0,1,0,0,1,1,2,79.95,2684.85,1.0,0
1096,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,1,3,49.8,49.8,1.0,0
1097,0,1,1,0,8,0,2,2,0,1,1,0,0,1,0,1,1,43.35,371.4,0.0,0
1098,0,0,0,1,5,1,0,0,2,2,2,2,2,2,2,0,1,20.45,106.9,0.0,0
1099,0,0,0,0,19,1,1,2,0,0,0,0,1,1,0,0,1,69.6,1394.55,0.0,0
1100,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,2,113.65,8182.75,1.0,0
1101,1,0,1,1,35,0,2,2,1,0,0,1,1,0,2,1,3,46.35,1662.05,1.0,0
1102,1,0,1,1,1,1,0,0,2,2,2,2,2,2,0,0,0,19.45,19.45,0.0,0
1103,0,1,0,0,44,1,0,1,0,0,1,0,0,0,0,0,0,73.85,3122.4,0.0,0
1104,0,0,1,0,67,1,1,1,0,1,1,0,0,1,2,1,0,93.15,6368.2,0.0,0
1105,0,0,0,0,35,1,1,2,1,0,0,0,0,0,2,0,1,55.25,1924.1,0.0,0
1106,1,0,0,0,65,1,1,1,0,1,1,0,1,0,1,1,0,95.5,6153.85,0.0,0
1107,0,0,1,0,58,1,0,2,0,0,1,0,0,0,1,0,3,50.3,2878.55,1.0,0
1108,0,0,1,1,49,1,1,1,0,1,1,0,1,0,1,1,0,93.65,4520.15,0.0,0
1109,1,0,0,0,47,1,1,2,1,0,1,1,0,0,2,1,1,65.0,2879.9,0.0,0
1110,0,0,0,0,45,0,2,2,1,0,1,1,0,0,1,0,2,42.3,1840.75,1.0,0
1111,1,0,1,1,57,1,0,0,2,2,2,2,2,2,2,1,2,20.1,1087.7,1.0,0
1112,1,0,1,1,22,0,2,2,0,1,0,0,1,0,0,0,0,39.2,849.9,0.0,0
1113,0,0,1,0,62,0,2,2,1,1,0,1,0,0,2,1,3,38.6,2345.55,1.0,0
1114,0,0,1,1,69,1,1,0,2,2,2,2,2,2,2,0,2,24.45,1718.2,1.0,0
1115,1,0,0,0,10,1,0,2,0,0,1,1,0,0,0,0,0,54.25,583.0,0.0,0
1116,0,0,1,0,61,1,0,0,2,2,2,2,2,2,1,1,3,20.55,1252.0,1.0,0
1117,0,0,1,1,72,0,2,2,1,0,1,1,1,1,2,0,2,60.95,4549.05,1.0,0
1118,1,0,1,0,20,1,0,0,2,2,2,2,2,2,0,0,2,19.25,375.25,1.0,0
1119,0,0,1,1,27,1,1,2,0,0,0,1,1,1,0,0,2,71.6,1957.1,1.0,0
1120,1,0,0,0,57,1,0,2,0,1,1,1,1,0,2,0,1,69.75,3894.4,0.0,0
1121,1,0,0,1,70,1,1,2,1,1,0,1,0,0,2,0,0,66.0,4891.5,0.0,0
1122,1,0,1,0,72,1,1,1,1,0,1,0,1,1,2,1,0,105.5,7544.0,0.0,0
1123,1,1,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,72.75,317.75,0.0,0
1124,1,0,0,0,56,1,0,2,1,0,1,1,0,0,1,1,3,60.25,3282.75,1.0,0
1125,1,0,0,0,3,1,0,0,2,2,2,2,2,2,1,0,1,20.25,71.2,0.0,0
1126,1,0,1,1,7,1,0,2,1,1,1,0,1,0,1,0,0,69.45,477.05,0.0,0
1127,0,0,0,1,66,1,0,0,2,2,2,2,2,2,2,0,1,20.55,1357.1,0.0,0
1128,1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,30.55,30.55,0.0,0
1129,0,0,1,1,34,0,2,2,0,0,0,1,1,0,2,1,0,40.55,1325.85,0.0,0
1130,0,0,0,0,38,1,0,0,2,2,2,2,2,2,1,0,1,20.1,730.1,0.0,0
1131,1,0,0,0,23,1,1,2,1,0,1,0,1,1,1,1,0,78.55,1843.05,0.0,0
1132,0,0,1,1,44,1,0,2,0,1,0,1,0,0,0,1,2,54.9,2549.1,1.0,0
1133,0,0,0,0,64,1,0,0,2,2,2,2,2,2,2,0,1,19.55,1240.15,0.0,0
1134,1,0,0,0,13,0,2,2,0,0,1,0,1,1,0,0,0,49.15,649.4,0.0,0
1135,0,0,1,0,72,1,1,1,0,1,1,0,1,1,2,1,2,104.8,7470.1,1.0,0
1136,0,0,1,0,72,1,1,1,1,1,0,1,1,1,2,1,3,109.95,7852.4,1.0,0
1137,0,0,0,0,12,1,1,0,2,2,2,2,2,2,0,0,0,25.0,316.2,0.0,0
1138,1,0,0,1,21,0,2,2,1,1,1,1,1,0,2,0,1,53.15,1183.2,0.0,0
1139,0,0,1,1,22,1,0,0,2,2,2,2,2,2,1,0,1,20.15,419.9,0.0,0
1140,1,0,0,0,21,1,0,1,0,1,1,1,1,1,1,1,1,104.55,2239.4,0.0,0
1141,0,0,1,1,40,1,1,0,2,2,2,2,2,2,2,0,3,25.25,1006.9,1.0,0
1142,1,0,0,1,7,1,0,1,0,0,0,0,0,0,0,1,0,71.05,472.65,0.0,0
1143,0,0,0,0,68,1,1,0,2,2,2,2,2,2,2,0,1,24.55,1657.4,0.0,0
1144,0,1,0,0,43,1,1,1,0,0,0,0,1,0,0,1,0,84.85,3645.6,0.0,0
1145,1,0,1,0,7,1,0,2,0,0,0,0,0,0,0,1,1,44.25,313.45,0.0,0
1146,1,0,0,0,10,1,0,2,0,0,0,1,0,1,0,1,1,60.95,629.55,0.0,0
1147,0,0,1,1,13,1,0,1,0,0,1,0,1,1,0,0,0,97.0,1334.45,0.0,0
1148,1,0,1,0,68,1,1,0,2,2,2,2,2,2,2,0,3,25.8,1911.5,1.0,0
1149,0,1,0,0,64,1,1,1,0,0,1,1,1,1,1,0,0,102.1,6688.1,0.0,0
1150,1,0,0,0,20,1,0,0,2,2,2,2,2,2,1,1,3,19.35,433.75,1.0,0
1151,0,1,1,1,65,1,1,1,1,1,0,0,0,0,0,1,0,85.75,5688.45,0.0,0
1152,1,0,0,0,4,0,2,2,1,0,1,1,0,1,0,0,1,48.25,202.25,0.0,0
1153,0,1,0,0,7,0,2,2,0,1,0,1,0,1,0,1,0,44.4,265.8,0.0,0
1154,1,0,0,0,8,1,0,2,1,0,0,1,0,1,0,0,2,66.05,574.5,1.0,0
1155,1,0,1,0,64,1,0,1,1,0,0,1,1,1,1,1,1,96.9,6314.35,0.0,0
1156,0,1,1,0,7,1,1,2,1,1,0,1,0,0,0,0,0,64.2,475.0,0.0,0
1157,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,3,70.55,433.95,1.0,0
1158,0,0,0,1,22,1,1,1,0,1,0,0,1,0,0,1,3,89.1,1949.4,1.0,0
1159,1,0,1,1,36,1,0,2,1,0,0,0,0,0,0,0,3,51.05,1815.0,1.0,0
1160,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,114.1,8086.4,1.0,0
1161,0,0,0,1,29,1,0,0,2,2,2,2,2,2,1,0,1,19.85,535.05,0.0,0
1162,1,0,1,1,72,1,1,2,1,1,1,1,1,1,2,0,3,89.8,6510.45,1.0,0
1163,0,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,1,19.45,1378.45,0.0,0
1164,1,0,0,1,48,1,0,0,2,2,2,2,2,2,1,0,1,19.95,936.7,0.0,0
1165,1,0,0,0,57,0,2,2,1,0,1,1,0,0,1,1,3,41.1,2258.25,1.0,0
1166,0,0,0,0,24,1,1,0,2,2,2,2,2,2,1,0,0,24.6,592.65,0.0,0
1167,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.85,515.45,1.0,0
1168,1,0,1,1,32,1,0,2,1,1,1,1,0,1,2,0,1,73.6,2316.85,0.0,0
1169,1,0,1,0,63,1,0,1,1,0,1,0,0,0,1,1,3,81.15,5224.5,1.0,0
1170,0,1,0,0,65,1,1,1,1,0,1,1,1,1,2,1,0,110.35,7246.15,0.0,0
1171,0,0,1,1,23,1,0,2,1,0,0,1,0,0,1,0,3,57.2,1423.35,1.0,0
1172,0,0,1,1,34,1,0,1,0,1,1,0,1,0,0,1,0,89.85,3091.75,0.0,0
1173,0,1,1,0,55,1,1,1,0,0,0,0,0,0,0,1,0,74.0,4052.4,0.0,0
1174,0,0,0,0,26,1,0,0,2,2,2,2,2,2,0,1,0,20.3,511.25,0.0,0
1175,1,1,0,0,27,1,1,1,0,1,1,0,0,0,0,1,2,86.45,2401.05,1.0,0
1176,0,0,1,0,32,1,1,1,0,1,0,0,1,1,0,1,3,98.85,3145.9,1.0,0
1177,0,1,1,0,38,1,1,1,0,1,1,0,1,1,0,1,0,102.6,4009.2,0.0,0
1178,0,0,1,0,71,1,1,1,1,0,1,1,1,1,2,1,3,108.55,7616.0,1.0,0
1179,0,1,1,1,11,1,1,1,0,0,0,0,0,0,0,1,3,75.2,775.3,1.0,0
1180,1,0,0,0,3,1,0,0,2,2,2,2,2,2,0,0,0,19.55,61.05,0.0,0
1181,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,2,117.6,8308.9,1.0,0
1182,0,0,1,1,8,1,0,0,2,2,2,2,2,2,2,0,1,19.7,130.25,0.0,0
1183,1,0,0,0,28,1,0,1,0,0,0,0,0,1,0,1,0,80.6,2244.95,0.0,0
1184,0,0,1,1,34,1,1,1,0,0,1,0,0,1,0,1,3,90.05,3097.0,1.0,0
1185,0,0,0,0,12,1,0,0,2,2,2,2,2,2,0,0,3,20.05,265.45,1.0,0
1186,0,0,1,0,71,1,1,0,2,2,2,2,2,2,2,1,0,24.5,1816.2,0.0,0
1187,1,0,1,1,43,1,0,2,0,1,0,0,0,0,0,0,1,50.2,2169.4,0.0,0
1188,1,0,0,0,58,1,1,1,1,1,1,0,1,1,1,1,0,107.75,6332.75,0.0,0
1189,1,0,0,0,68,1,1,2,0,1,1,0,1,1,2,1,0,80.65,5330.2,0.0,0
1190,0,0,0,0,14,1,0,0,2,2,2,2,2,2,0,0,1,19.9,283.75,0.0,0
1191,1,0,1,0,52,0,2,2,1,1,1,1,1,1,2,0,3,66.25,3330.1,1.0,0
1192,1,0,1,1,13,1,0,2,1,0,0,1,0,0,1,0,2,54.15,701.05,1.0,0
1193,0,0,1,1,69,1,1,1,0,1,1,0,1,0,1,0,3,95.75,6511.25,1.0,0
1194,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,44.75,44.75,0.0,0
1195,1,0,0,0,68,1,0,2,1,1,1,1,1,1,2,1,3,82.45,5646.6,1.0,0
1196,1,0,1,1,8,1,0,2,0,0,0,0,0,0,0,1,0,45.45,411.75,0.0,0
1197,1,1,0,0,71,1,1,1,1,1,0,1,1,0,1,1,3,99.65,7181.25,1.0,0
1198,1,0,1,1,70,1,1,1,1,1,1,0,1,1,1,1,3,108.15,7930.55,1.0,0
1199,0,0,0,0,17,1,0,0,2,2,2,2,2,2,1,1,1,20.5,365.8,0.0,0
1200,0,0,0,0,7,1,0,0,2,2,2,2,2,2,0,0,1,20.75,141.1,0.0,0
1201,1,0,1,1,55,1,1,0,2,2,2,2,2,2,2,1,3,25.65,1388.0,1.0,0
1202,1,1,0,0,15,1,0,1,0,0,0,0,1,1,0,1,0,91.5,1400.3,0.0,0
